antibody_id,pair_hash,predictor,model,input,pdb_path,structure_hash,runtime_s,success,n_chains,chain_ids,vh_len,vl_len,error,mean_plddt,chain_lens.A,chain_lens.B
ADI-47260,ec2da7523498a8bf4e527440e48976f0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ec2da7523498a8bf4e527440e48976f0.pdb,55c5599578e610fc104e86f2cb35d889,5.868118900805712,True,2,"A,B",137,107,,70.25768280029297,137,107
ADI-47284,ecf67a6f2f03b1fec14b9a8d61631529,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ecf67a6f2f03b1fec14b9a8d61631529.pdb,2f6e9ea4ebe9193bf758a8591781a748,4.814360079355538,True,2,"A,B",116,111,,71.65898895263672,116,111
ADI-47070,edc04831d548d5f520a90d70b8c107eb,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/edc04831d548d5f520a90d70b8c107eb.pdb,bb1ad1c34fd47dc670624f4613df2a3a,5.557763543911278,True,2,"A,B",127,110,,70.16262817382812,127,110
ADI-47065,ede9213fc36cd5b6db2ece5f100ce16c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ede9213fc36cd5b6db2ece5f100ce16c.pdb,6fc4e16185f499bf1a0e454a588bc8d9,5.517020958475769,True,2,"A,B",121,113,,71.36091613769531,121,113
ADI-45454,ee399482a49026eee530520c8f831929,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ee399482a49026eee530520c8f831929.pdb,370bd5c65765418325df0beab0c69ccd,5.52425985224545,True,2,"A,B",122,113,,72.26261901855469,122,113
ADI-47292,eed1ece9b5de21a68c739c95e6515e9d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/eed1ece9b5de21a68c739c95e6515e9d.pdb,bc6f1388b15a07ef2612aa8e98228618,5.002349481917918,True,2,"A,B",122,108,,72.09391784667969,122,108
ADI-47088,eed3382455913fbaa335a3960de61cd5,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/eed3382455913fbaa335a3960de61cd5.pdb,f16a6737ae55c7b50e2ac83158a70149,4.910662334412336,True,2,"A,B",120,109,,72.90087890625,120,109
ADI-45464,eefc94c92e81402509c50f28a6eb888d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/eefc94c92e81402509c50f28a6eb888d.pdb,f58eef118a969f65f90f1fe53c89cfd6,4.822182922624052,True,2,"A,B",120,107,,72.15237426757812,120,107
ADI-47124,ef3cb344a68a0b381d4356d334c11ee2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ef3cb344a68a0b381d4356d334c11ee2.pdb,d6fa5de95402dbc173a0e630d40a2edf,5.514579846523702,True,2,"A,B",125,109,,71.93846130371094,125,109
ADI-47094,f0182777491c0c587e8edad3ac58d90c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f0182777491c0c587e8edad3ac58d90c.pdb,f27cd4135bd7bbf92774e580db6c2a70,5.003941774368286,True,2,"A,B",123,107,,74.44713592529297,123,107
ADI-47182,f10e1db0200569f6dae6559187b27b17,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f10e1db0200569f6dae6559187b27b17.pdb,7852fae11a81177cf07e3be6cf2b98cf,5.446083494462073,True,2,"A,B",126,107,,73.06810760498047,126,107
ADI-46710,f16884de5597d32c67aec2281a9d62c0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f16884de5597d32c67aec2281a9d62c0.pdb,e8b0aafa4f1e4aa0c74514758cafb7b2,5.452432185411453,True,2,"A,B",125,107,,73.5583267211914,125,107
ADI-47089,f268b2994ba7bd80fd51a1130fcf2c2b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f268b2994ba7bd80fd51a1130fcf2c2b.pdb,bcdbb16e48e2124fd339eea39e840739,5.56127108540386,True,2,"A,B",128,108,,73.14482879638672,128,108
ADI-47187,f26b4313b4ba622680dd8b43d9740ffe,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f26b4313b4ba622680dd8b43d9740ffe.pdb,7574c859cea69c6c598663c71195ba13,5.612051992677152,True,2,"A,B",131,107,,70.446044921875,131,107
ADI-47287,f2c0f47b15fa0820695e120bbe963c4c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f2c0f47b15fa0820695e120bbe963c4c.pdb,3b10617ea2f12705db16d13951a1f1fb,5.507925373502076,True,2,"A,B",127,107,,71.6351089477539,127,107
ADI-47054,f2e2422564ef9fc46621b9e81332a162,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f2e2422564ef9fc46621b9e81332a162.pdb,115e5794429bd256a0b0cffd5b83e5bd,4.8102648397907615,True,2,"A,B",120,107,,72.97019958496094,120,107
ADI-47210,f33e5c92cc6f0cd3b05787a737c49905,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f33e5c92cc6f0cd3b05787a737c49905.pdb,653180ca468198b579419ab784078471,4.808318151161075,True,2,"A,B",116,111,,73.5709457397461,116,111
ADI-47223,f36678000a27e8fe29385f7b3dd6c74e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f36678000a27e8fe29385f7b3dd6c74e.pdb,723a15a6e064011cab72d4b97e5ee17b,5.05687618162483,True,2,"A,B",123,108,,71.1144027709961,123,108
ADI-47184,f36e3684a1276a20c8ce570d666c3037,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f36e3684a1276a20c8ce570d666c3037.pdb,b61999e7e17e77685f2ffd27714d377b,5.047745820134878,True,2,"A,B",123,108,,70.8150863647461,123,108
ADI-47206,f3daa94c2566dd004926788073eb357c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f3daa94c2566dd004926788073eb357c.pdb,821b082a388adb280d6e26ce7b0ac8d2,4.815784712322056,True,2,"A,B",120,107,,73.25532531738281,120,107
ADI-45373,f45acabf2291093c7633405c36e8e106,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f45acabf2291093c7633405c36e8e106.pdb,dc312fe2e47660a20448ae055cc1e3f6,4.995641116052866,True,2,"A,B",122,108,,73.74443054199219,122,108
ADI-45378,f5a09ccbac7e66215a2916e03a63c93d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f5a09ccbac7e66215a2916e03a63c93d.pdb,fd50ba62a0441b1f8c51dae5d1aa2378,5.574318254366517,True,2,"A,B",123,114,,75.91259765625,123,114
ADI-47202,f65973a7743794ad4920c8c2d65809be,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f65973a7743794ad4920c8c2d65809be.pdb,aa294c4c92959d980c3ccf90351f9b6e,5.503101262263954,True,2,"A,B",125,109,,73.98162078857422,125,109
ADI-47310,f6a2b6d22b85b21464690eaba49eb1f0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f6a2b6d22b85b21464690eaba49eb1f0.pdb,5ea09841dacc1b4b0661f131c70583dc,4.757124033756554,True,2,"A,B",120,106,,75.18537902832031,120,106
ADI-45490,f772bd63c1a22dff81905d5191cc8d9a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f772bd63c1a22dff81905d5191cc8d9a.pdb,69f4ece9f151c38f65a3380ea1980e45,5.4598521357402205,True,2,"A,B",124,109,,73.49720764160156,124,109
ADI-47241,f7cfdc0f031e0b673de27e2099a5add1,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f7cfdc0f031e0b673de27e2099a5add1.pdb,a3ead25b36466a15f8c5430e4ed2ffec,5.525927916169167,True,2,"A,B",127,108,,73.29676818847656,127,108
ADI-46705,f82611e60b609ed4b5af7b1925b3868e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f82611e60b609ed4b5af7b1925b3868e.pdb,2830a9900a4c189fbf488f9e41043d98,5.06043597869575,True,2,"A,B",124,107,,72.34078216552734,124,107
ADI-47075,f83cc2f67bff3990c82f8386b5c8f421,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f83cc2f67bff3990c82f8386b5c8f421.pdb,99ad64589f3963ab9fe4ce619ccbdf08,5.5187180591747165,True,2,"A,B",122,113,,73.2371597290039,122,113
ADI-46691,f8ec9ab4267e598b2c04435a010e93ca,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/f8ec9ab4267e598b2c04435a010e93ca.pdb,43f22f6d3ff77818c512839ab5005929,4.63298837095499,True,2,"A,B",116,108,,74.07542419433594,116,108
ADI-47113,fa113078846d13e309e45af0be411a4a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/fa113078846d13e309e45af0be411a4a.pdb,4d6fd2b05d79f37ccd1047aeb46b03f0,4.800478010438383,True,2,"A,B",119,108,,73.1302261352539,119,108
ADI-46713,fa968bd7f23e2a3a30f57b39bfdedc2e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/fa968bd7f23e2a3a30f57b39bfdedc2e.pdb,94333d6160dcafcf02953f86a6e7f31c,4.832468091510236,True,2,"A,B",119,108,,73.12261199951172,119,108
ADI-47283,faee5660488b660e32dcb5ce3565b748,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/faee5660488b660e32dcb5ce3565b748.pdb,a7d6d5709f555a79187862e49c567b89,5.645654283463955,True,2,"A,B",124,113,,73.26537322998047,124,113
ADI-47130,fb50454b8dd736e693713e37b9b07563,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/fb50454b8dd736e693713e37b9b07563.pdb,3797faf205e97df57119683023ed1d51,5.539955986663699,True,2,"A,B",126,109,,73.6828384399414,126,109
ADI-45477,fc37e3de22a23343c1a4b0501a743505,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/fc37e3de22a23343c1a4b0501a743505.pdb,ddf25f498a1a8933417a326485e9e02e,5.52593057602644,True,2,"A,B",124,111,,73.39054870605469,124,111
ADI-47290,fca727aa2ca8c37a47b112bdfbccd4f0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/fca727aa2ca8c37a47b112bdfbccd4f0.pdb,7f14b3b8269ce6647930aa1841dea34a,5.478253686800599,True,2,"A,B",123,110,,70.85005187988281,123,110
ADI-47226,fe29e974ce25265a1d09f21a55880a7c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/fe29e974ce25265a1d09f21a55880a7c.pdb,4fce06670b6bf803a097adc1198b6dd9,4.937286050990224,True,2,"A,B",122,107,,74.1562271118164,122,107
ADI-47248,ff1bf493f0b34a33212b5f14030d37b4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ff1bf493f0b34a33212b5f14030d37b4.pdb,3acbb6f1a6dd2aa2e15b39afb56ba8c6,4.928866093978286,True,2,"A,B",119,110,,71.92688751220703,119,110
