experiment_code,experiment_id,target,source_model_id,issued_at_phase,status,legacy_experiment_code,notes
EXP-T309,TRF_TM_CURRAB_PAIRED_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B1/IMGT
EXP-T310,TRF_TM_CURRAB_PAIRED_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B2/IMGT
EXP-T311,TRF_TM_CURRAB_PAIRED_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/C/IMGT
EXP-T312,TRF_TM_CURRAB_PAIRED_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/D/IMGT
EXP-T313,TRF_TM_CURRAB_PAIRED_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/A/REGION
EXP-T314,TRF_TM_CURRAB_PAIRED_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B1/REGION
EXP-T315,TRF_TM_CURRAB_PAIRED_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B2/REGION
EXP-T316,TRF_TM_CURRAB_PAIRED_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/C/REGION
EXP-T317,TRF_TM_CURRAB_PAIRED_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/D/REGION
EXP-T318,TRF_TM_CURRAB_UNPAIRED_FULL_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/A/FULL
EXP-T319,TRF_TM_CURRAB_UNPAIRED_FULL_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B1/FULL
EXP-T320,TRF_TM_CURRAB_UNPAIRED_FULL_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B2/FULL
EXP-T321,TRF_TM_CURRAB_UNPAIRED_FULL_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/C/FULL
EXP-T322,TRF_TM_CURRAB_UNPAIRED_FULL_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/D/FULL
EXP-T323,TRF_TM_CURRAB_UNPAIRED_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/A/BASE
EXP-T324,TRF_TM_CURRAB_UNPAIRED_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B1/BASE
EXP-T325,TRF_TM_CURRAB_UNPAIRED_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B2/BASE
EXP-T326,TRF_TM_CURRAB_UNPAIRED_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/C/BASE
EXP-T327,TRF_TM_CURRAB_UNPAIRED_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/D/BASE
EXP-T328,TRF_TM_CURRAB_UNPAIRED_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/A/IMGT
EXP-T329,TRF_TM_CURRAB_UNPAIRED_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B1/IMGT
EXP-T330,TRF_TM_CURRAB_UNPAIRED_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B2/IMGT
EXP-T331,TRF_TM_CURRAB_UNPAIRED_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/C/IMGT
EXP-T332,TRF_TM_CURRAB_UNPAIRED_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/D/IMGT
EXP-T333,TRF_TM_CURRAB_UNPAIRED_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/A/REGION
EXP-T334,TRF_TM_CURRAB_UNPAIRED_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B1/REGION
EXP-T335,TRF_TM_CURRAB_UNPAIRED_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/B2/REGION
EXP-T336,TRF_TM_CURRAB_UNPAIRED_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/C/REGION
EXP-T337,TRF_TM_CURRAB_UNPAIRED_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_unpaired/D/REGION
